,DOWhour,datecode,procent,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,prosocial,emo_posp,emo_negp,emo_anxp,emo_angerp,emo_sadp,prosocialp,DOW.x,hour.x,emo_sadb,emo_angerb,emo_anxb,emo_negb,emo_posb,prosocialb,DOW.y,hour.y,emo_posw,emo_negw,emo_anxw,emo_angerw,emo_sadw,prosocialw,rank,year,month,day,hour,time0,daysno
1275,Wednesday 22,31122,0.990277778,26202.19,10854.31,1318.05,2101.54,2797.72,15763.89,26459.4345,10960.87405,1330.990182,2122.17223,2825.187097,15918.6547,Wednesday,22,106.0206105,59.55953073,35.99669878,67.87146402,45.22256024,28.85050417,Wednesday,22,18219.92014,6529.325348,978.6930082,1330.019097,1371.312846,12354.35965,1275,2020,3,11,22,2020-03-11-22,311
1276,Wednesday 23,31123,0.999722222,10684.87,4965.4,920.25,805.25,1206.15,7656.13,10687.83884,4966.779661,920.505696,805.4737427,1206.485135,7658.257294,Wednesday,23,44.05221883,-18.90782279,66.41021337,18.97400299,5.418847296,10.67081746,Wednesday,23,10138.45163,4174.67643,553.1545675,993.2816832,837.5331839,6919.852468,1276,2020,3,11,23,2020-03-11-23,311
1277,Thursday 00,31200,0.999444444,3862.37,2448.23,443.73,510.38,579.52,4179.66,3864.516954,2449.590884,443.9766537,510.6637021,579.8421345,4181.983324,Thursday,0,-0.054883176,-6.299147119,51.94521755,3.858222787,-16.16419277,48.72916645,Thursday,0,4609.625745,2358.591181,292.1952141,544.9936541,580.1605451,2811.811176,1277,2020,3,12,0,2020-03-12-00,312
1278,Thursday 07,31207,0.999722222,12647.51,4138.74,900.01,629.92,731.26,10061,12651.02417,4139.889969,900.2600722,630.0950264,731.4631842,10063.7955,Thursday,7,-26.98256107,-25.37378204,5.879678665,-9.578424163,-21.66423421,-0.217788746,Thursday,7,16149.74213,4578.431565,850.267099,844.3346637,1001.765051,10085.76115,1278,2020,3,12,7,2020-03-12-07,312
1279,Thursday 08,31208,0.999722222,14671.16,5119.92,1149.07,824.76,1121.4,10800.48,14675.23645,5121.342595,1149.389275,824.9891637,1121.711587,10803.48097,Thursday,8,-1.296694042,-21.16833433,44.18153516,6.436088141,-17.27479586,2.956795404,Thursday,8,17739.74039,4811.659922,797.1820203,1046.52002,1136.447838,10493.21798,1279,2020,3,12,8,2020-03-12-08,312
1280,Thursday 09,31209,0.999722222,14653.24,4588.83,976.13,764.71,950.85,11990.87,14657.31148,4590.105029,976.4012226,764.9224785,951.1141984,11994.20172,Thursday,9,-6.236034028,-26.78063892,69.60235816,0.648382764,-17.65922808,7.277090558,Thursday,9,17800.79435,4560.535304,575.7002633,1044.699745,1014.3707,11180.58074,1280,2020,3,12,9,2020-03-12-09,312
1281,Thursday 10,31210,0.999722222,13441.98,4800.16,872.11,881.82,1224.57,9179.45,13445.71492,4801.493748,872.3523201,882.0650181,1224.910253,9182.000556,Thursday,10,35.28809688,-5.117738231,34.2703639,11.59539847,-7.822653065,-13.20387926,Thursday,10,14586.7888,4302.591159,649.6983361,929.6416439,905.4087397,10578.81444,1281,2020,3,12,10,2020-03-12-10,312
1282,Thursday 11,31211,0.999722222,13160.24,4794.78,1175.02,937.42,947.12,11375.98,13163.89664,4796.112253,1175.346485,937.6804668,947.383162,11379.14087,Thursday,11,-10.48747213,2.031130218,60.70210839,3.72021219,-9.540844063,7.729577673,Thursday,11,14552.30983,4624.086426,731.3821187,919.0140938,1058.380525,10562.68958,1282,2020,3,12,11,2020-03-12-11,312
1283,Thursday 12,31212,0.999722222,13823.64,5694.74,1179.26,823.99,1524.68,10473.76,13827.48097,5696.322312,1179.587663,824.2189497,1525.10364,10476.67019,Thursday,12,75.35560079,-9.771576045,93.4665348,31.40450148,-9.083393723,-4.399289249,Thursday,12,15208.97175,4334.952188,609.7114752,913.4803797,869.7205182,10958.77855,1283,2020,3,12,12,2020-03-12-12,312
1284,Thursday 13,31213,0.999722222,11964.44,6235.88,1461.65,1270.65,1501.31,9748.47,11967.76438,6237.61267,1462.056127,1271.003056,1501.727146,9751.178661,Thursday,13,46.91258429,15.6049652,54.87673288,23.15059605,-17.51533091,-9.913371199,Thursday,13,14509.07728,5065.028404,944.0127639,1099.43639,1022.190954,10824.22418,1284,2020,3,12,13,2020-03-12-13,312
1285,Thursday 14,31214,0.999722222,12672.98,5106.01,1534.98,909.85,932.54,9630.06,12676.50125,5107.42873,1535.406502,910.1028063,932.7991109,9632.73576,Thursday,14,-15.85484963,-9.900169922,111.1474501,14.13680281,-8.351936046,-3.581483176,Thursday,14,13831.71745,4474.830733,727.1726469,1010.104909,1108.559563,9990.545465,1285,2020,3,12,14,2020-03-12-14,312
1286,Thursday 15,31215,0.999722222,12970.35,5355.02,1242.61,1006.46,1150.06,11197.1,12973.95388,5356.507919,1242.955265,1006.73965,1150.37955,11200.21117,Thursday,15,36.55161944,5.783706801,85.44087876,19.07547058,-8.37006,10.86753147,Thursday,15,14159.07713,4498.414235,670.2703706,951.6963248,842.4503163,10102.33656,1286,2020,3,12,15,2020-03-12-15,312
1287,Thursday 16,31216,0.999722222,13334.82,5338.04,1255.94,1067.44,1217.66,11892.83,13338.52515,5339.523201,1256.288969,1067.736593,1217.998333,11896.13448,Thursday,16,12.54080365,-7.600038584,94.0389609,4.430101898,-19.78138353,5.333494392,Thursday,16,16627.71777,5113.011578,647.4416083,1155.559566,1082.272645,11293.78129,1287,2020,3,12,16,2020-03-12-16,312
1288,Thursday 17,31217,0.999722222,14597.82,6741.15,1619.09,1413.17,1588.29,11872.3,14601.87608,6743.023062,1619.539872,1413.562656,1588.731314,11875.59878,Thursday,17,27.07754304,12.76171042,89.40783715,18.9298213,-24.45779851,-15.5414059,Thursday,17,19329.42883,5669.749596,855.0543085,1253.583908,1250.206194,14060.85302,1288,2020,3,12,17,2020-03-12-17,312
1289,Thursday 18,31218,0.999722222,18172.13,7120.31,1878.26,1171.84,1479.83,15322.54,18177.17922,7122.288413,1878.781884,1172.165602,1480.241178,15326.79744,Thursday,18,-4.719311232,-14.93425872,90.68051935,6.661647367,-11.93615904,3.834355164,Thursday,18,20640.91121,6677.459602,985.3035278,1377.952609,1553.558436,14760.81536,1289,2020,3,12,18,2020-03-12-18,312
1290,Thursday 19,31219,0.999722222,19471.34,7767.55,1843.2,1623.96,1506.17,16516.07,19476.75021,7769.708252,1843.712142,1624.411225,1506.588497,16520.65907,Thursday,19,-1.104812702,14.13671188,109.8752065,21.20706311,-11.51780186,2.36798478,Thursday,19,22012.0551,6410.276805,878.4802041,1423.215369,1523.419428,16138.50181,1290,2020,3,12,19,2020-03-12-19,312
1291,Thursday 20,31220,0.999722222,19261.13,7865.93,1834.77,1795.67,1713.74,18004.26,19266.4818,7868.115588,1835.2798,1796.168936,1714.216171,18009.26257,Thursday,20,16.32422059,2.763605582,76.81188889,11.50883699,-11.42370906,14.59959874,Thursday,20,21751.28536,7056.046677,1037.984386,1747.864845,1473.653692,15714.94383,1291,2020,3,12,20,2020-03-12-20,312
1292,Thursday 21,31221,0.999722222,20705.99,8384.38,1907.34,1280.04,1601.42,15197.57,20711.74326,8386.709642,1907.869964,1280.395665,1601.864962,15201.79272,Thursday,21,6.867487134,-15.10075217,111.094761,28.00400727,-6.122345035,-0.501766127,Thursday,21,22062.4847,6551.911788,903.7978751,1508.135464,1498.926386,15278.45483,1292,2020,3,12,21,2020-03-12-21,312
1293,Thursday 22,31222,0.999722222,18434.04,7429.14,1658.67,1542.16,1745.34,15992.95,18439.16199,7431.204223,1659.13087,1542.588497,1745.824951,15997.39372,Thursday,22,0.672703056,34.46276654,39.03088158,9.060887994,-1.101476152,27.12599904,Thursday,22,18644.52701,6813.812321,1193.354204,1147.22353,1734.159209,12583.8883,1293,2020,3,12,22,2020-03-12-22,312
1294,Thursday 23,31223,0.999722222,12301.69,5630.25,1634.41,910.02,1402.42,8777.6,12305.10809,5631.814393,1634.864129,910.2728536,1402.809669,8780.0389,Thursday,23,4.084484154,8.606185559,166.6384503,18.38296225,15.4483935,17.86402369,Thursday,23,10658.53557,4757.284567,613.1389254,838.1408931,1347.760601,7449.295065,1294,2020,3,12,23,2020-03-12-23,312
1295,Friday 00,31300,0.999722222,5024.96,2924.81,515.91,623.05,931.25,3165.9,5026.35621,2925.622673,516.0533482,623.2231175,931.5087524,3166.779661,Friday,0,70.74637333,18.14438441,106.5685843,34.46189567,-2.668380682,-6.020812079,Friday,0,5164.155539,2175.800555,249.8217965,527.5097252,545.5511202,3369.660593,1295,2020,3,13,0,2020-03-13-00,313
1296,Friday 07,31307,0.999722222,16436.35,4335.09,1271.36,758.76,820.6,12645.09,16440.91692,4336.294526,1271.713254,758.9708252,820.8280078,12648.6035,Friday,7,-3.93096052,-1.164673004,78.88419357,4.666955267,-2.729409827,12.42062737,Friday,7,16902.24855,4142.94513,710.9142671,767.9145183,854.4147128,11251.14118,1296,2020,3,13,7,2020-03-13-07,313
1297,Friday 08,31308,0.999722222,19852.55,5716.28,1610.88,883.92,1276.35,15433.41,19858.06613,5717.868297,1611.327591,884.1656016,1276.70464,15437.69825,Friday,8,-1.201795754,-31.01510473,115.8596523,13.30838329,6.419994835,25.41328798,Friday,8,18660.08936,5046.288836,746.4700208,1281.679994,1292.234661,12309.45979,1297,2020,3,13,8,2020-03-13-08,313
1298,Friday 09,31309,0.999722222,15847.21,4992.4,1395.08,892.7,818.31,11941.19,15851.61323,4993.787163,1395.46763,892.9480411,818.5373715,11944.50792,Friday,9,-33.83865772,-4.651289038,60.36793451,-0.52478232,-18.19576814,-8.893438626,Friday,9,19377.4978,5020.131928,870.1662425,936.5077221,1237.183744,13110.48045,1298,2020,3,13,9,2020-03-13-09,313
1299,Friday 10,31310,0.999722222,15481.17,5209.41,1263.86,853.06,1260.57,12542.23,15485.47152,5210.85746,1264.21117,853.297027,1260.920256,12545.71492,Friday,10,2.585890003,-21.29161534,48.35240442,0.520985184,-11.33767344,1.521793353,Friday,10,17465.67242,5183.850368,852.1676306,1084.124685,1229.136147,12357.65692,1299,2020,3,13,10,2020-03-13-10,313
1300,Friday 11,31311,0.999722222,15341.1,7109.69,1580.74,1233.39,1767.67,12776.29,15345.3626,7111.665463,1581.179216,1233.732704,1768.161156,12779.83996,Friday,11,73.90716903,15.34986595,86.92053707,48.57943886,-11.1974805,1.794571162,Friday,11,17280.32345,4786.439845,845.9098402,1069.557119,1016.727008,12554.5398,1300,2020,3,13,11,2020-03-13-11,313
1301,Friday 12,31312,0.999722222,14617.54,5995.67,1460.58,1191.69,1291.17,12658.5,14621.60156,5997.335927,1460.985829,1192.021117,1291.528758,12662.01723,Friday,12,18.00663699,10.54175792,101.7870954,23.62537775,-9.782216875,10.28028661,Friday,12,16207.00604,4851.217473,724.0234201,1078.344636,1094.454338,11481.66877,1301,2020,3,13,12,2020-03-13-12,313
1302,Friday 13,31313,0.999722222,14313.77,6229.5,1222.22,1205.31,1388.31,12629.99,14317.74715,6231.230897,1222.5596,1205.644901,1388.695749,12633.49931,Friday,13,-3.885072046,2.002626119,47.78240637,14.6400929,-7.606593163,-2.501231627,Friday,13,15496.5031,5435.472652,827.2700587,1181.974374,1444.828372,12957.59887,1302,2020,3,13,13,2020-03-13-13,313
1303,Friday 14,31314,0.999722222,13521.59,5250.56,1275.38,715.06,1136,11558.18,13525.34704,5252.018894,1275.734371,715.258683,1136.315643,11561.3915,Friday,14,2.169705799,-24.10317586,99.06786852,19.12463925,-12.35987422,0.332890442,Friday,14,15432.82477,4408.843483,640.8539862,942.4092392,1112.184511,11523.03242,1303,2020,3,13,14,2020-03-13-14,313
1304,Friday 15,31315,0.999722222,14889.25,5059.95,1147.84,868.08,1254.87,12011.11,14893.38705,5061.355932,1148.158933,868.3212003,1255.218672,12014.44735,Friday,15,4.272370292,-1.643191583,22.70406358,-3.064175394,-8.314482844,-3.924494671,Friday,15,16243.99089,5221.347167,935.7138627,882.8277516,1203.788375,12505.2138,1304,2020,3,13,15,2020-03-13-15,313
1305,Friday 16,31316,0.999722222,15194.63,6492.89,1453.37,1222.51,1550.19,12995.86,15198.8519,6494.694082,1453.773826,1222.84968,1550.620728,12999.47096,Friday,16,17.55361514,10.72908006,56.5439552,14.97942834,-18.30924738,-1.644512461,Friday,16,18605.35179,5648.57051,928.668133,1104.361817,1319.075322,13216.82327,1305,2020,3,13,16,2020-03-13-16,313
1306,Friday 17,31317,0.999722222,18492.11,6923.39,1497,1019.47,1735.43,15047.86,18497.24812,6925.313698,1497.415949,1019.753265,1735.912198,15052.04112,Friday,17,37.66926635,-14.88096398,78.67988286,19.34569187,-8.793970086,8.985394783,Friday,17,20280.7294,5802.734552,838.0439504,1198.031971,1260.929359,13811.06262,1306,2020,3,13,17,2020-03-13-17,313
1307,Friday 18,31318,0.999722222,20670.66,8044.02,2211.19,1262.21,1877.59,17937.17,20676.40345,8046.255071,2211.80439,1262.560711,1878.111698,17942.15393,Friday,18,27.18751412,-13.38757118,140.1076408,21.79168862,-2.299527641,19.33455875,Friday,18,21163.05372,6606.571567,921.172014,1457.713089,1476.647854,15035.17013,1307,2020,3,13,18,2020-03-13-18,313
1308,Friday 19,31319,0.999722222,22108.08,7667.52,1586.24,1366.09,1716.87,17922.71,22114.22284,7669.650458,1586.680745,1366.469575,1717.347041,17927.68991,Friday,19,24.08262858,-6.123518837,65.76714107,21.5886029,-3.047607791,16.00584068,Friday,19,22809.36276,6307.86955,957.1744644,1455.603744,1384.035026,15454.12697,1308,2020,3,13,19,2020-03-13-19,313
1309,Friday 20,31320,0.999722222,20093.12,7366.92,1593.48,1177.54,1640.39,15578.18,20098.70297,7368.966935,1593.922756,1177.867185,1640.84579,15582.50847,Friday,20,11.00477434,-23.50981166,27.69208099,-0.842204315,-8.730793433,1.951961609,Friday,20,22021.34074,7431.555819,1248.254977,1539.893169,1478.175872,15284.16739,1309,2020,3,13,20,2020-03-13-20,313
1310,Friday 21,31321,0.999722222,18855.58,7673.26,2085.92,1212.07,1702.51,13854.37,18860.81912,7675.392053,2086.499583,1212.40678,1702.983051,13858.21951,Friday,21,0.858366531,-26.88741357,74.64701402,4.098118262,-12.65299662,0.312462974,Friday,21,21592.97788,7373.228432,1194.695251,1658.273683,1688.489621,13815.05258,1310,2020,3,13,21,2020-03-13-21,313
1311,Friday 22,31322,0.999722222,15911.49,6227.5,1358.42,949.97,1423.49,14187.99,15915.91109,6229.230342,1358.797444,950.2339539,1423.885524,14191.9322,Friday,22,10.41149338,-31.68463726,49.50272309,0.060633557,-5.738607653,20.80236998,Friday,22,16884.86738,6225.455627,908.8780563,1390.952072,1289.617122,11748.05776,1311,2020,3,13,22,2020-03-13-22,313
1312,Friday 23,31323,0.999722222,10596.51,5005.88,850.33,895.24,1233.45,8559.71,10599.45429,5007.270909,850.5662684,895.4887469,1233.79272,8562.088358,Friday,23,12.34176642,-19.9670309,41.41604615,9.041705407,-3.431740725,17.2059453,Friday,23,10976.1265,4592.069511,601.46376,1118.89982,1098.249351,7305.165566,1312,2020,3,13,23,2020-03-13-23,313
1313,Saturday 00,31400,0.999444444,6074.8,2769.44,787.78,471.16,509.18,4396.77,6078.176765,2770.979433,788.2178988,471.4219011,509.463035,4399.214008,Saturday,0,-1.73414332,-23.83435219,113.1576627,8.765577386,2.370257773,15.16275845,Saturday,0,5937.444036,2547.662137,369.7816391,618.9429416,518.4537664,3819.997078,1313,2020,3,14,0,2020-03-14-00,314
1314,Saturday 07,31407,0.999722222,10756.27,3245.83,999.92,400.91,733.65,7969.53,10759.25868,3246.73187,1000.197833,401.0213948,733.8538483,7971.744373,Saturday,7,7.806702344,-31.17326843,80.96367489,5.151341945,-13.48290801,3.829009901,Saturday,7,12435.99205,3087.675164,552.706411,582.65355,680.7126388,7677.762102,1314,2020,3,14,7,2020-03-14-07,314
1315,Saturday 08,31408,0.999722222,18411.24,5433.92,1066.66,918.79,1394.87,11344.88,18416.35565,5435.429842,1066.956377,919.0452904,1395.257572,11348.03223,Saturday,8,43.79964904,4.064527728,53.5128716,28.5767397,3.084915155,4.803206668,Saturday,8,17865.22851,4227.381916,695.0273066,883.1494366,970.2788434,10827.94372,1315,2020,3,14,8,2020-03-14-08,314
1316,Saturday 09,31409,0.999722222,17867.87,6493.94,1902.03,946.05,1218.53,14317.5,17872.83468,6495.744373,1902.558488,946.3128647,1218.868575,14321.47819,Saturday,9,6.205342619,-19.57191476,113.7122782,20.12372891,-7.224748163,14.21428204,Saturday,9,19264.65768,5407.544731,890.2429495,1176.595044,1147.652787,12539.13078,1316,2020,3,14,9,2020-03-14-09,314
1317,Saturday 10,31410,0.999722222,17515.64,6416.34,1665.44,1191.79,1237.76,13576.36,17520.50681,6418.122812,1665.902751,1192.121145,1238.103918,13580.13226,Saturday,10,8.861816719,11.31989941,118.8443679,26.43759336,-4.053570705,14.396367,Saturday,10,18260.71792,5076.119089,761.2271526,1070.896714,1137.316972,11871.12197,1317,2020,3,14,10,2020-03-14-10,314
1318,Saturday 11,31411,0.999722222,17976.75,6227.87,1510.86,1108.01,1210.91,15123.7,17981.74493,6229.600445,1511.2798,1108.317866,1211.246457,15127.9022,Saturday,11,-8.146302808,-11.84121717,90.80573843,10.25716034,6.195733517,27.55510725,Saturday,11,16932.64346,5650.064291,792.0515454,1257.183721,1318.669247,11859.89532,1318,2020,3,14,11,2020-03-14-11,314
1319,Saturday 12,31412,0.999722222,15950.44,6782.22,1693.58,1089.46,1201.77,13270.95,15954.87191,6784.104473,1694.05057,1089.762712,1202.103918,13274.6374,Saturday,12,15.40517366,-18.37945595,149.0875275,26.4093397,-4.090431088,10.75252646,Saturday,12,16635.32856,5366.77471,680.1025272,1335.157373,1041.637805,11985.85515,1319,2020,3,14,12,2020-03-14-12,314
1320,Saturday 13,31413,0.999722222,15785.55,6120.93,1643.77,979.78,1128.1,14873.13,15789.93609,6122.630731,1644.22673,980.0522367,1128.413448,14877.26257,Saturday,13,7.684417065,-23.82095554,96.69038169,10.75571519,-7.593660311,30.1423827,Saturday,13,17087.50303,5528.049474,835.9466871,1286.511591,1047.889267,11431.52773,1320,2020,3,14,13,2020-03-14-13,314
1321,Saturday 14,31414,0.999722222,14979.94,5626.48,1356.66,970.24,1128.28,12156.92,14984.10225,5628.043345,1357.036955,970.509586,1128.593498,12160.29786,Saturday,14,-0.140235102,-16.15376925,87.47569465,0.648260983,-4.971742635,1.287319275,Saturday,14,15768.04907,5591.793927,723.8468737,1157.487435,1130.178405,12005.74558,1321,2020,3,14,14,2020-03-14-14,314
1322,Saturday 15,31415,0.999722222,15630.06,5599.47,1467.29,960.21,929.21,12903.92,15634.40289,5601.025841,1467.697694,960.4767991,929.4681856,12907.50542,Saturday,15,-16.81453299,-21.12646829,43.3425963,-15.5484539,-0.471064161,13.58431848,Saturday,15,15708.39953,6632.235997,1023.908965,1217.742858,1117.344434,11363.80936,1322,2020,3,14,15,2020-03-14-15,314
1323,Saturday 16,31416,0.999444444,16405.48,7538.71,1780.99,1257.17,1097.21,11782.37,16414.59922,7542.9005,1781.979989,1257.868816,1097.8199,11788.9194,Saturday,16,-35.10567675,-36.96679574,77.9302915,-8.493364399,-24.84966493,-19.36614433,Saturday,16,21842.35001,8243.009319,1001.504563,1995.565402,1691.704058,14620.30967,1323,2020,3,14,16,2020-03-14-16,314
1324,Saturday 17,31417,0.999722222,18904.11,7355.35,1693.27,1296.97,1471.76,13597.11,18909.3626,7357.39372,1693.740483,1297.33037,1472.168936,13600.88802,Saturday,17,15.16863976,-21.83002039,77.57663343,6.862999058,-1.647148101,3.130846191,Saturday,17,19226.04402,6884.884184,953.8081958,1659.627361,1278.2724,13187.99227,1324,2020,3,14,17,2020-03-14-17,314
1325,Saturday 18,31418,0.999722222,19841.34,7208.52,1743.12,1307.21,1195.19,13546.79,19846.85301,7210.522923,1743.604335,1307.573215,1195.522089,13550.55404,Saturday,18,-27.50383221,-11.63833817,98.828061,-0.46776355,-9.40559944,1.554029335,Saturday,18,21907.37274,7244.409631,876.9407727,1479.796993,1649.083153,13343.19685,1325,2020,3,14,18,2020-03-14-18,314
1326,Saturday 19,31419,0.999722222,19851.74,7206.57,1775.52,1003.61,1354.48,13898.91,19857.2559,7208.572381,1776.013337,1003.888858,1354.856349,13902.77188,Saturday,19,-10.78067063,-27.31050895,107.568416,-0.440960278,1.276184681,9.128602648,Saturday,19,19607.03394,7240.500111,855.6279278,1381.06464,1518.568183,12739.80565,1326,2020,3,14,19,2020-03-14-19,314
1327,Saturday 20,31420,0.999722222,18415.91,6555.35,1615.17,1206.79,1449.15,14327.45,18421.02695,6557.171437,1615.618783,1207.125313,1449.552654,14331.43095,Saturday,20,-4.322636384,-4.616539339,80.41218568,-5.650402529,-3.703599033,20.04544217,Saturday,20,19129.5072,6949.866891,895.5153317,1265.549923,1515.042429,11938.33826,1327,2020,3,14,20,2020-03-14-20,314
1328,Saturday 21,31421,0.999722222,17780.47,6301.18,1399.94,1097.36,1576.84,14732.97,17785.41039,6302.930814,1400.32898,1097.664907,1577.278133,14737.06363,Saturday,21,18.58990735,-18.5937877,50.31026319,-0.022049159,6.330771344,20.94727325,Saturday,21,16726.49428,6304.320864,931.6256592,1348.379781,1330.027292,12184.70101,1328,2020,3,14,21,2020-03-14-21,314
1329,Saturday 22,31422,0.999722222,15422.18,6552.51,1707.02,1539.1,1169,11688.68,15426.46513,6554.330647,1707.494304,1539.527647,1169.324812,11691.92776,Saturday,22,-10.69714243,19.65881851,105.0252757,17.67223716,9.840821498,27.93958534,Saturday,22,14044.38252,5569.988984,832.8213672,1286.597733,1309.39238,9138.631899,1329,2020,3,14,22,2020-03-14-22,314
1330,Saturday 23,31423,0.999722222,11219.1,4709.16,1092.54,898.2,1060.23,8368.87,11222.21728,4710.468463,1092.843568,898.4495693,1060.52459,8371.195332,Saturday,23,14.81776682,11.20725949,96.37604031,20.51470001,8.999623437,24.82309601,Saturday,23,10295.64775,3908.625639,556.5055523,807.9055032,923.6589593,6706.447444,1330,2020,3,14,23,2020-03-14-23,314
1331,Sunday 00,31500,0.999722222,5846.96,2210.93,558.99,420.45,341.08,4231.69,5848.584607,2211.544318,559.1453181,420.5668241,341.1747708,4232.865796,Sunday,0,-33.89207515,-31.4683218,72.86257289,-10.23774181,8.112090678,13.35404993,Sunday,0,5409.741473,2463.779725,323.462337,613.6823658,516.0875516,3734.198998,1331,2020,3,15,0,2020-03-15-00,315
