,DOWhour,datecode,procent,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,prosocial,emo_posp,emo_negp,emo_anxp,emo_angerp,emo_sadp,prosocialp,DOW.x,hour.x,emo_sadb,emo_angerb,emo_anxb,emo_negb,emo_posb,prosocialb,DOW.y,hour.y,emo_posw,emo_negw,emo_anxw,emo_angerw,emo_sadw,prosocialw,rank,year,month,day,hour,time0,daysno
1205,Sunday 00,30800,0.999722222,5835.83,2378.06,460.86,511.29,475.85,4273.62,5837.451514,2378.720756,460.9880522,511.4320645,475.9822173,4274.807447,Sunday,0,-7.771033067,-16.661763,42.51676299,-3.452377184,7.906293551,14.47722656,Sunday,0,5409.741473,2463.779725,323.462337,613.6823658,516.0875516,3734.198998,1205,2020,3,8,0,2020-03-08-00,308
1206,Sunday 07,30807,0.999444444,8864.03,2364,494.82,460.24,606.98,5960.51,8868.957198,2365.314063,495.0950528,460.495831,607.3173986,5963.823235,Sunday,7,39.07432686,-13.77224831,-6.365137237,-2.281578955,-8.891904843,-6.963136058,Sunday,7,9734.543548,2420.540608,528.7507646,534.0459678,436.6854849,6410.17225,1206,2020,3,8,7,2020-03-08-07,308
1207,Sunday 08,30808,0.999722222,19826.15,4329.8,846.41,853.68,920.22,10248.3,19831.65879,4331.003056,846.6451792,853.9171992,920.4756877,10251.14754,Sunday,8,33.56771841,5.40653475,13.93829774,4.653968193,15.14122126,1.428501704,Sunday,8,17223.76971,4138.403093,743.0733968,810.1178938,689.1453254,10106.77213,1207,2020,3,8,8,2020-03-08-08,308
1208,Sunday 09,30809,0.999722222,21366.61,5144.29,1018.5,1237.63,827.28,13472.39,21372.54682,5145.719366,1018.782995,1237.973882,827.5098639,13476.13337,Sunday,9,-30.3960519,12.04501357,2.244827453,-9.498352685,12.04089593,27.02784349,Sunday,9,19075.66576,5685.774258,996.4151935,1104.88976,1188.883514,10608.80276,1208,2020,3,8,9,2020-03-08-09,308
1209,Sunday 10,30810,0.999722222,24029.74,5733.45,1283.5,1208.36,1155.05,15091.73,24036.41678,5735.043068,1283.856627,1208.695749,1155.370936,15095.92331,Sunday,10,6.123629214,-0.471736516,43.7420547,1.552764176,40.45468542,43.81616644,Sunday,10,17113.28939,5647.352993,893.1670203,1214.424633,1088.702813,10496.68037,1209,2020,3,8,10,2020-03-08-10,308
1210,Sunday 11,30811,0.999722222,21406.48,5192.5,1217.95,1125.79,824.74,15103.64,21412.4279,5193.942762,1218.288413,1126.102806,824.9691581,15107.83662,Sunday,11,-15.44372022,-5.538400921,50.2504292,-0.530460358,36.25139531,40.73132401,Sunday,11,15715.38247,5221.6415,810.838558,1192.127613,975.6450499,10735.23377,1210,2020,3,8,11,2020-03-08-11,308
1211,Sunday 12,30812,0.999722222,20753.93,5161.57,1024.46,963.07,866.52,13005.06,20759.69658,5163.004168,1024.744651,963.3375938,866.7607669,13008.67352,Sunday,12,-21.52847893,-31.82338197,30.87267545,-14.25673366,20.51712027,25.45664719,Sunday,12,17225.51662,6021.46896,783.0088655,1413.002906,1104.554563,10369.0588,1211,2020,3,8,12,2020-03-08-12,308
1212,Sunday 13,30813,0.999722222,19418.89,5588.24,1392.87,1175.98,966.14,13068,19424.28563,5589.79272,1393.257016,1176.306752,966.4084468,13071.63101,Sunday,13,9.350417033,4.009549156,50.3566837,3.662297769,7.368986331,17.28470849,Sunday,13,18091.15118,5392.310262,926.6345742,1130.960341,883.7720724,11145.21337,1212,2020,3,8,13,2020-03-08-13,308
1213,Sunday 14,30814,0.999722222,16900.9,6192.63,1218.31,1025.44,1085.15,11536.05,16905.596,6194.350653,1218.648513,1025.724924,1085.451514,11539.25535,Sunday,14,-13.74792868,-25.97002035,35.34133475,-8.274770467,6.357899096,12.95872294,Sunday,14,15895.00746,6753.159065,900.4259606,1385.553432,1258.464287,10215.46194,1213,2020,3,8,14,2020-03-08-14,308
1214,Sunday 15,30815,0.999722222,17331.33,6661.32,1158.57,1205.13,963.3,10688.04,17336.1456,6663.170881,1158.891914,1205.464851,963.5676577,10691.00972,Sunday,15,-29.20123131,-21.62736601,-0.15041032,-9.906671842,4.486189233,1.250938653,Sunday,15,16591.80579,7395.853852,1160.637633,1538.119609,1360.994937,10558.92406,1214,2020,3,8,15,2020-03-08-15,308
1215,Sunday 16,30816,0.999722222,19661.2,6443.71,1367.62,1524.61,1048.24,13147.43,19666.66296,6445.500417,1368,1525.03362,1048.531259,13151.08308,Sunday,16,-25.58450542,-6.049850273,56.23213586,-9.560657127,21.5910523,10.91780026,Sunday,16,16174.43273,7126.876658,875.6201101,1623.23703,1409.022764,11856.60286,1215,2020,3,8,16,2020-03-08-16,308
1216,Sunday 17,30817,0.999722222,21904.13,6350.28,1158.66,1487.32,1042.02,13906.83,21910.21617,6352.044457,1158.981939,1487.733259,1042.30953,13910.69408,Sunday,17,-21.81398123,-4.893775171,4.148230049,-16.98454008,13.11569921,15.09843664,Sunday,17,19369.73941,7651.640385,1112.819622,1564.285894,1333.114983,12085.91054,1216,2020,3,8,17,2020-03-08-17,308
1217,Sunday 18,30818,0.999722222,24204.37,8051.24,1188.86,1889.62,1473.28,16498.31,24211.0953,8053.477077,1189.190331,1890.14504,1473.689358,16502.89414,Sunday,18,7.949747245,21.66136704,2.759888169,10.89615856,18.27418205,20.24762848,Sunday,18,20470.31303,7262.178583,1157.251484,1553.611542,1365.162398,13724.09115,1217,2020,3,8,18,2020-03-08-18,308
1218,Sunday 19,30819,0.999722222,24954.85,6906.96,1296.73,1112.29,1472.34,15995.99,24961.78383,6908.879133,1297.090303,1112.599055,1472.749097,16000.43457,Sunday,19,-13.91433655,-26.46855634,7.651839689,-4.6556499,5.954852486,-0.989065889,Sunday,19,23558.88687,7246.238635,1204.893764,1513.092903,1710.79485,16160.27029,1218,2020,3,8,19,2020-03-08-19,308
1219,Sunday 20,30820,0.999722222,25210.1,6349.94,1089.66,1375.09,1331.66,16248.5,25217.10475,6351.704362,1089.962767,1375.472076,1332.030008,16253.01473,Sunday,20,-23.94031806,-19.01846573,11.29395766,-17.63424213,33.79859463,15.54314656,Sunday,20,18847.0625,7711.583705,979.3548458,1698.500884,1751.295791,14066.61945,1219,2020,3,8,20,2020-03-08-20,308
1220,Sunday 21,30821,0.999722222,19682.58,5963.23,1099.37,1322.12,1199.92,11887.81,19688.0489,5964.886913,1099.675465,1322.487358,1200.253404,11891.11309,Sunday,21,-43.85892161,-0.608348372,40.4167057,-15.91281976,10.09610052,8.513117847,Sunday,21,17882.6033,7093.693588,783.151449,1330.581931,2137.92367,10958.22636,1220,2020,3,8,21,2020-03-08-21,308
1221,Sunday 22,30822,0.999722222,15922.99,5278.8,1251.85,861.26,1198.54,10333.44,15927.41428,5280.266741,1252.197833,861.4993054,1198.87302,10336.3112,Sunday,22,-17.62553874,-27.57705164,46.60585984,-2.691052321,23.55738669,17.78868516,Sunday,22,12890.70181,5426.291073,854.1253631,1189.539124,1455.394065,8775.300602,1221,2020,3,8,22,2020-03-08-22,308
1222,Sunday 23,30823,0.999722222,9306.93,3380.82,614.85,730.21,719.44,5540.07,9309.515977,3381.759378,615.0208391,730.4128925,719.6399,5541.609336,Sunday,23,-0.649484722,-13.68207807,31.35575034,1.319678912,36.34278136,25.5133864,Sunday,23,6828.022638,3337.712292,468.2100613,846.189153,724.3444062,4415.154028,1222,2020,3,8,23,2020-03-08-23,308
1223,Monday 00,30900,0.999722222,4157.26,2112.52,231.06,457.85,410.77,2987.56,4158.415115,2113.106974,231.1242012,457.9772159,410.8841345,2988.390108,Monday,0,-13.97316598,-2.891573356,-21.33531134,1.799460252,-2.716572633,4.199647933,Monday,0,4274.53599,2075.754595,293.8093382,471.614289,477.6232197,2867.946454,1223,2020,3,9,0,2020-03-09-00,309
1224,Monday 07,30907,0.999722222,13160.16,3263.92,619.57,918.91,482.96,8394.44,13163.81662,3264.826896,619.7421506,919.1653237,483.0941928,8396.772437,Monday,7,-37.75152402,35.35639635,9.605877346,-1.254390941,11.20447376,7.879766207,Monday,7,11837.48834,3306.300834,565.4278453,679.0704751,776.0739282,7783.454425,1224,2020,3,9,7,2020-03-09-07,309
1225,Monday 08,30908,0.999722222,13461.21,3560.13,848.59,639.86,623.22,11039.69,13464.95026,3561.1192,848.8257849,640.0377883,623.3931648,11042.75743,Monday,8,-34.54699327,-16.23177072,45.94011634,-8.013872462,2.27516735,38.61780301,Monday,8,13165.41504,3871.365493,581.6260849,764.0579177,952.428614,7966.334189,1225,2020,3,9,8,2020-03-09-08,309
1226,Monday 09,30909,0.999444444,12060.01,3281.11,683.17,664.67,715.87,9152.34,12066.71373,3282.933852,683.5497499,665.0394664,716.2679266,9157.42746,Monday,9,-2.897146257,-17.85901544,12.41348105,-9.854121778,-10.66106961,-1.881715225,Monday,9,13506.66913,3641.801397,608.0674163,809.6317203,737.6383896,9333.048861,1226,2020,3,9,9,2020-03-09-09,309
1227,Monday 10,30910,0.999722222,12172.5,3535.15,792.12,651.63,787.78,9797.11,12175.88219,3536.132259,792.3400945,651.8110586,787.9988886,9799.832176,Monday,10,-17.90914123,-29.82286776,15.57554714,-13.93539843,-4.419648707,5.047452691,Monday,10,12738.89667,4108.695323,685.5603231,928.8083423,959.910641,9328.957461,1227,2020,3,9,10,2020-03-09-10,309
1228,Monday 11,30911,0.999722222,10501.77,3257.31,850.25,859.63,590.67,8278.26,10504.68797,3258.21506,850.4862462,859.8688525,590.8341206,8280.560156,Monday,11,-55.89050337,2.659903244,28.4525973,-32.25867441,-14.73604292,-11.54211887,Monday,11,12320.19757,4809.789344,662.1012452,837.5897749,1339.471465,9361.020239,1228,2020,3,9,11,2020-03-09-11,309
1229,Monday 12,30912,0.999444444,11541.93,4311.77,927.67,980.49,820.18,8309.79,11548.34575,4314.166759,928.1856587,981.0350195,820.6359088,8314.409116,Monday,12,-23.64077445,6.493404903,47.77322199,-2.471077,-5.038697952,-18.20270566,Monday,12,12161.10721,4423.474213,628.1149225,921.2166898,1074.704337,10164.65053,1229,2020,3,9,12,2020-03-09-12,309
1230,Monday 13,30913,0.999722222,11359.14,4246.07,713.82,1262.94,698.62,8470.29,11362.29619,4247.249792,714.0183384,1263.290914,698.814115,8472.643512,Monday,13,-22.90517602,15.32792282,6.182366848,0.830522929,-8.261944021,-13.58229785,Monday,13,12385.58641,4212.265957,672.4453029,1095.39033,906.4345425,9804.291599,1230,2020,3,9,13,2020-03-09-13,309
1231,Monday 14,30914,0.999722222,10663.42,3118.98,754.35,588.67,611.4,8664.88,10666.38288,3119.846624,754.5595999,588.8335649,611.5698805,8667.28758,Monday,14,-41.71437527,-41.49722686,3.932972182,-30.73374025,-11.11398659,-12.99735666,Monday,14,12000.06894,4504.13612,726.0059864,1006.50539,1049.263662,9962.096837,1231,2020,3,9,14,2020-03-09-14,309
1232,Monday 15,30915,0.999722222,12028.36,3750.9,795.33,761.62,785.59,9986.06,12031.70214,3751.942206,795.5509864,761.8316199,785.8082801,9988.834676,Monday,15,-8.591334563,-31.25415196,26.57289125,-14.41138561,0.886232942,13.48415685,Monday,15,11926.00991,4383.693127,628.5318906,1108.185646,859.6649741,8801.964039,1232,2020,3,9,15,2020-03-09-15,309
1233,Monday 16,30916,0.999722222,12534.55,4029.13,864.17,867.27,701.93,10271.36,12538.03279,4030.249514,864.4101139,867.5109753,702.1250347,10274.21395,Monday,16,-49.48706937,-8.729777551,36.88170511,-18.32861796,-15.21887521,-7.130435795,Monday,16,14788.70777,4934.714478,631.5015679,950.4863163,1389.990694,11063.05821,1233,2020,3,9,16,2020-03-09-16,309
1234,Monday 17,30917,0.999722222,12971.9,4587.4,916.51,844.86,1102.53,11257.83,12975.50431,4588.674632,916.7646568,845.0947485,1102.836343,11260.95804,Monday,17,-38.78220845,-29.20186745,0.283884835,-31.95135021,-21.31884008,-8.42056879,Monday,17,16491.24685,6743.226568,914.1694684,1193.668135,1801.496453,12296.38347,1234,2020,3,9,17,2020-03-09-17,309
1235,Monday 18,30918,0.999722222,16298.42,6106.68,1053.63,1414.73,1347.33,12626.74,16302.9486,6108.376771,1053.922756,1415.12309,1347.704362,12630.2484,Monday,18,-31.25343791,-6.604898525,5.726720705,-14.4368986,-11.69170316,-8.859161576,Monday,18,18461.40077,7139.031512,996.8367025,1515.200548,1960.395286,13857.94625,1235,2020,3,9,18,2020-03-09-18,309
1236,Monday 19,30919,0.999722222,18087.29,6204.18,1359.99,1299.08,1286.69,13715.13,18092.31564,6205.903862,1360.36788,1299.440956,1287.047513,13718.94082,Monday,19,-30.28315081,-12.83019352,30.19597938,-18.47553325,-9.325665541,-7.374112364,Monday,19,19953.07244,7612.320705,1044.861667,1490.700746,1846.106828,14811.1302,1236,2020,3,9,19,2020-03-09-19,309
1237,Monday 20,30920,0.999722222,18812.89,6713.98,1374.68,1289.16,1378.07,16595.97,18818.11725,6715.845513,1375.061962,1289.518199,1378.452904,16600.58127,Monday,20,-13.33531151,-34.00561488,23.96067347,-19.40398827,-14.17777951,5.392769426,Monday,20,21926.85897,8332.726854,1109.272742,1953.981687,1590.558886,15751.15766,1237,2020,3,9,20,2020-03-09-20,309
1238,Monday 21,30921,0.999444444,19429.7,8491.95,1640.51,1520.41,1488.56,13461.73,19440.50028,8496.670372,1641.421901,1521.255142,1489.387437,13469.2129,Monday,21,-27.88214684,-5.241635169,20.17808135,-2.994722303,-6.512812702,-11.97157967,Monday,21,20794.82851,8758.977423,1365.824685,1605.404594,2065.21322,15300.98217,1238,2020,3,9,21,2020-03-09-21,309
1239,Monday 22,30922,0.999722222,15801.11,6028.65,1095.25,1230.55,1449.89,10739.71,15805.50042,6030.32509,1095.554321,1230.891914,1450.292859,10742.69408,Monday,22,-15.9665111,-29.94154504,32.32306941,-13.92856645,-2.141445165,-10.41565939,Monday,22,16151.37322,7006.186422,827.9390174,1756.949843,1725.85106,11991.70972,1239,2020,3,9,22,2020-03-09-22,309
1240,Monday 23,30923,0.999722222,8692.3,3489.79,699.27,623.44,642.96,6670.41,8694.715199,3490.759655,699.4642956,623.6132259,643.1386496,6672.263407,Monday,23,-25.59706491,-19.57503244,56.59401754,-2.844236631,9.136729554,13.2386791,Monday,23,7966.809372,3592.951704,446.6737022,775.3975474,864.3995682,5892.212325,1240,2020,3,9,23,2020-03-09-23,309
1241,Tuesday 00,31000,0.999722222,4453.22,1899.43,289.82,501.7,425.65,1820.85,4454.457349,1899.957766,289.9005279,501.8393998,425.768269,1821.355932,Tuesday,0,-3.130628949,0.533712104,3.134046581,-5.574534079,8.71031738,-32.01997969,Tuesday,0,4097.547921,2012.124322,281.0910049,499.1752412,439.5282682,2679.251821,1241,2020,3,10,0,2020-03-10-00,310
1242,Tuesday 07,31007,0.999444444,13236.75,4277.46,1031.82,762.74,967.68,8658.14,13244.10784,4279.837688,1032.393552,763.16398,968.2178988,8662.952752,Tuesday,7,15.10315955,-8.353800982,73.98088822,11.34715099,-1.338056079,-6.807631016,Tuesday,7,13423.7248,3843.688545,593.3948048,832.7284581,841.1740413,9295.7748,1242,2020,3,10,7,2020-03-10-07,310
1243,Tuesday 08,31008,0.999722222,13997.58,4919.71,998.38,826.27,899.92,9571.79,14001.4693,4921.076966,998.6574048,826.4995832,900.1700472,9574.449569,Tuesday,8,-9.630681535,-13.60718091,17.62021809,10.58696514,-10.13537217,-3.438892701,Tuesday,8,15580.62347,4449.961132,849.0525022,956.6762515,996.1014009,9915.430588,1243,2020,3,10,8,2020-03-10-08,310
1244,Tuesday 09,31009,0.999722222,13488.34,4020.02,1032.55,893.68,558.86,10060.88,13492.0878,4021.136982,1032.836899,893.9283134,559.015282,10063.67547,Tuesday,9,-53.4713575,6.617012863,46.79781361,-7.229583191,-5.848514308,-3.010427654,Tuesday,9,14330.19108,4334.50352,703.5778488,838.4480951,1201.443352,10376.0386,1244,2020,3,10,9,2020-03-10-09,310
1245,Tuesday 10,31010,0.999722222,13004.09,4374.31,808.39,1006.87,927.44,9211.44,13007.70325,4375.525424,808.6146152,1007.149764,927.6976938,9213.999444,Tuesday,10,-15.39805771,-1.191492432,2.533127061,-4.92288014,-1.330913728,-18.0683747,Tuesday,10,13183.15973,4602.080322,788.6374271,1019.294582,1096.544203,11245.962,1245,2020,3,10,10,2020-03-10-10,310
1246,Tuesday 11,31011,0.999722222,13084.6,3519.8,852.25,647.99,811.31,9115.47,13088.23562,3520.777994,852.4868019,648.1700472,811.5354265,9118.002779,Tuesday,11,-26.57952164,-10.63576052,12.50618402,-19.50982356,4.720014796,-7.384642718,Tuesday,11,12498.31338,4374.171048,757.7243947,725.3125535,1105.325714,9845.022517,1246,2020,3,10,11,2020-03-10-11,310
1247,Tuesday 12,31012,0.999722222,13352.98,3891.94,777.58,822.19,1005.45,12198.16,13356.69019,3893.021395,777.7960545,822.4184496,1005.729369,12201.54932,Tuesday,12,-13.95872224,-8.326635468,10.40984437,-19.91031207,0.576586706,20.88665513,Tuesday,12,13280.11879,4860.827274,704.4625947,897.1182129,1168.891717,10093.37987,1247,2020,3,10,12,2020-03-10-12,310
1248,Tuesday 13,31013,0.999722222,13070.09,4316.06,791.13,827.33,1065.71,10661.81,13073.72159,4317.259239,791.3498194,827.5598777,1066.006113,10664.77244,Tuesday,13,14.8489732,-21.94389497,22.0578713,-1.161196684,5.234680725,11.72342413,Tuesday,13,12423.39645,4367.980079,648.3398497,1060.211597,928.1807953,9545.690637,1248,2020,3,10,13,2020-03-10-13,310
1249,Tuesday 14,31014,0.999722222,11048.13,4147.5,750.75,930.66,1025.9,9397.52,11051.19978,4148.652403,750.9585996,930.9185885,1026.185051,9400.131148,Tuesday,14,27.19725679,11.43099825,14.70244611,1.934573478,-4.407351351,-4.325810834,Tuesday,14,11560.72139,4069.916871,654.701469,835.4215641,806.7666531,9825.148485,1249,2020,3,10,14,2020-03-10-14,310
1250,Tuesday 15,31015,0.999722222,11589.74,3934.04,525.03,684.03,904.23,10372.58,11592.96027,3935.133093,525.1758822,684.2200611,904.4812448,10375.46207,Tuesday,15,-16.73073745,-31.08862984,-25.84550645,-10.23642293,-8.958679772,7.548131879,Tuesday,15,12733.73479,4383.886228,708.2185543,992.8986458,1086.212628,9647.273171,1250,2020,3,10,15,2020-03-10-15,310
1251,Tuesday 16,31016,0.999722222,13048.51,4318.41,854.77,836.44,1113.22,10147.3,13052.13559,4319.609892,855.0075021,836.672409,1113.529314,10150.11948,Tuesday,16,20.79740334,-34.647408,4.174039697,-12.77110233,-17.25133268,-6.995699235,Tuesday,16,15773.22755,4952.039986,820.7491085,1280.24365,921.8156044,10913.60227,1251,2020,3,10,16,2020-03-10-16,310
1252,Tuesday 17,31017,0.999722222,13886.98,5430.44,1117.84,1008.92,1074.84,13566.16,13890.83857,5431.948875,1118.150597,1009.200333,1075.13865,13569.92942,Tuesday,17,-19.23846897,-25.98046902,8.084393464,-8.39052882,-19.70161971,2.231394052,Tuesday,17,17299.0271,5929.462101,1034.516235,1363.424383,1331.250951,13273.73998,1252,2020,3,10,17,2020-03-10-17,310
1253,Tuesday 18,31018,0.999722222,17509.86,5387.14,1005.05,954.25,987.38,12485.63,17514.7252,5388.636844,1005.329258,954.5151431,987.6543484,12489.09919,Tuesday,18,-31.24336841,-15.76799552,-0.731707607,-18.34424402,-14.61193926,-15.79867044,Tuesday,18,20511.91355,6599.212486,1012.73955,1133.197707,1436.449584,14832.42516,1253,2020,3,10,18,2020-03-10-18,310
1254,Tuesday 19,31019,0.999722222,18109.28,6039.27,1389.82,1161.51,1154.42,15303.36,18114.31175,6040.948041,1390.206168,1161.832731,1154.740761,15307.61211,Tuesday,19,-35.22740054,-28.53280605,0.069022227,-22.60031995,-13.27235054,-5.914020755,Tuesday,19,20886.43226,7804.874694,1389.247279,1625.68679,1782.761184,16269.81218,1254,2020,3,10,19,2020-03-10-19,310
1255,Tuesday 20,31020,0.999722222,22556.11,9027.11,1116.7,1839.53,2076.27,16970.39,22562.37733,9029.618227,1117.010281,1840.041123,2076.846902,16975.10531,Tuesday,20,-6.04431208,30.19966632,-1.685352973,11.67425795,-1.142884446,9.827820491,Tuesday,20,22823.22036,8085.675601,1136.158563,1413.245652,2210.453617,15456.10687,1255,2020,3,10,20,2020-03-10-20,310
1256,Tuesday 21,31021,0.999722222,20215.43,8422.76,1337.93,1624.66,1596.1,16423.13,20221.04696,8425.100306,1338.30175,1625.11142,1596.543484,16427.69325,Tuesday,21,-12.42258416,-31.07098768,4.381109651,-16.16030317,-15.51649519,-2.170728712,Tuesday,21,23934.9054,10049.05865,1282.13022,2357.659518,1823.008214,16792.2065,1256,2020,3,10,21,2020-03-10-21,310
1257,Tuesday 22,31022,0.999722222,17637.58,6254.13,965.45,1296.56,1085.95,14864.8,17642.48069,6255.867741,965.7182551,1296.920256,1086.251737,14868.93026,Tuesday,22,-24.50043817,9.151998676,16.88278262,4.338990374,1.257554939,25.7460051,Tuesday,22,17423.37221,5995.714276,826.2279811,1188.178202,1438.752372,11824.57466,1257,2020,3,10,22,2020-03-10-22,310
1258,Tuesday 23,31023,0.999722222,9076.01,3770.7,699.82,638.58,847.59,8457.76,9078.531814,3771.747708,700.0144485,638.7574326,847.8255071,8460.110031,Tuesday,23,2.560347639,-22.85918742,12.02781342,4.476436392,-1.949232822,33.47013219,Tuesday,23,9259.011506,3610.141998,624.8577269,828.0408402,826.6601339,6338.579195,1258,2020,3,10,23,2020-03-10-23,310
1259,Wednesday 00,31100,0.999722222,4134.47,2386.18,395.77,407.43,726.23,2776.07,4135.618783,2386.843012,395.8799667,407.5432064,726.4317866,2776.841345,Wednesday,0,47.83645735,-8.396538544,31.96046288,19.52898643,7.909798969,-5.496055036,Wednesday,0,3832.477516,1996.873799,299.9989224,444.899352,491.3752667,2938.333787,1259,2020,3,11,0,2020-03-11-00,311
1260,Wednesday 07,31107,0.999722222,13640.97,4357.7,1046.9,1028.43,883.13,9478.04,13644.76021,4358.910809,1047.190886,1028.715754,883.3753821,9480.67352,Wednesday,7,-0.809820069,14.20157729,31.59615357,-0.42380912,-6.04034773,-14.63639793,Wednesday,7,14521.93562,4377.462896,795.7610142,900.7894451,890.5875387,11106.22477,1260,2020,3,11,7,2020-03-11-07,311
1261,Wednesday 08,31108,0.999722222,15891.12,5062.83,1200.73,826.8,1229.31,11962.99,15895.53543,5064.236732,1201.063629,827.0297305,1229.65157,11966.31398,Wednesday,8,32.68522533,-19.93831872,92.97908246,19.82111413,0.838333753,19.31045123,Wednesday,8,15763.38564,4226.497783,622.3802153,1032.990711,926.743401,10029.56057,1261,2020,3,11,8,2020-03-11-08,311
1262,Wednesday 09,31109,0.999722222,13763.69,4856.36,883.99,749.21,1197.38,10144.91,13767.51431,4857.709364,884.235621,749.4181717,1197.712698,10147.72881,Wednesday,9,8.60319362,-17.24359786,35.67304894,13.24329262,-3.914187585,-3.471282748,Wednesday,9,14328.35292,4289.62215,651.7400677,905.5712336,1102.833773,10512.65271,1262,2020,3,11,9,2020-03-11-09,311
1263,Wednesday 10,31110,0.999722222,12426.22,3939.73,641.11,674.73,828.96,9474.78,12429.67269,3940.824674,641.2881356,674.9174771,829.1903306,9477.412615,Wednesday,10,-5.352428245,-34.12998819,3.515588345,-10.36427717,-8.378692104,-12.16819513,Wednesday,10,13566.35588,4396.488977,619.5087579,1024.620246,876.0819906,10790.41086,1263,2020,3,11,10,2020-03-11-10,311
1264,Wednesday 11,31111,0.999722222,12737.66,4174.76,1075.61,802.94,1072.25,9483.5,12741.19922,4175.919978,1075.908864,803.1631009,1072.54793,9486.135038,Wednesday,11,18.73014828,-14.79460392,17.36986526,-8.707121526,-0.282619001,-18.07167514,Wednesday,11,12777.31033,4574.201238,916.6823709,942.6199957,903.3492719,11578.57805,1264,2020,3,11,11,2020-03-11-11,311
1265,Wednesday 12,31112,0.999722222,13364.34,4844.18,969.04,813.82,1139.82,11541.06,13368.05335,4845.525979,969.3092526,814.0461239,1140.136705,11544.26674,Wednesday,12,4.005465281,-36.14925301,19.91301931,-0.588279614,-4.291651383,9.792090576,Wednesday,12,13967.4893,4874.199904,808.3436296,1274.920283,1096.227685,10514.66156,1265,2020,3,11,12,2020-03-11-12,311
1266,Wednesday 13,31113,0.999722222,13636.43,5138.59,1023.41,1001.69,1060.86,11097.76,13640.21895,5140.017783,1023.69436,1001.968325,1061.154765,11100.84357,Wednesday,13,3.320537379,-18.69626158,22.23897521,4.544317262,3.129544346,17.2517772,Wednesday,13,13226.29615,4916.592233,837.4533227,1232.376695,1027.051148,9467.526917,1266,2020,3,11,13,2020-03-11-13,311
1267,Wednesday 14,31114,0.999722222,12586.09,4656.38,702.83,1190.34,839.49,10786.74,12589.58711,4657.673798,703.0252848,1190.670742,839.7232565,10789.73715,Wednesday,14,-7.80351293,6.48011366,3.104864519,7.687858422,-3.588966973,-1.113063346,Wednesday,14,13058.24314,4325.161505,681.8546226,1118.209496,910.7974535,10911.18556,1267,2020,3,11,14,2020-03-11-14,311
1268,Wednesday 15,31115,0.999722222,14517.41,4962.84,765.48,1068.19,1308.99,10998.46,14521.44373,4964.21895,765.6926924,1068.486802,1309.353709,11001.51598,Wednesday,15,39.55075039,22.12337137,44.1987836,21.47398258,6.144244262,4.911747744,Wednesday,15,13680.85838,4086.652009,530.9980246,874.9240951,938.2634674,10486.4481,1268,2020,3,11,15,2020-03-11-15,311
1269,Wednesday 16,31116,0.999722222,13915.29,4900.09,856.21,1158.51,1040.09,11121.47,13919.15643,4901.451514,856.4479022,1158.831898,1040.378994,11124.56016,Wednesday,16,9.060836711,-17.80892565,3.644762928,-4.792861903,-6.883721212,-6.951486175,Wednesday,16,14948.14506,5148.197512,826.330128,1409.924261,953.9437121,11955.65592,1269,2020,3,11,16,2020-03-11-16,311
1270,Wednesday 17,31117,0.999722222,15524.85,4822.92,1029.28,815.34,1123.06,14333.52,15529.16366,4824.260072,1029.565991,815.5665463,1123.372048,14337.50264,Wednesday,17,-22.98902448,-30.60669625,13.55434387,-22.79181492,-13.52910332,11.54040195,Wednesday,17,17958.83268,6248.379064,906.6724843,1175.281334,1458.716813,12854.08909,1270,2020,3,11,17,2020-03-11-17,311
1271,Wednesday 18,31118,0.999722222,18038.25,5947.39,1223.98,1477.98,1228.12,13300.82,18043.26202,5949.042512,1224.320089,1478.390664,1228.461239,13304.5157,Wednesday,18,-5.701531495,-12.22717282,48.71179585,-9.560600827,-18.11096746,-8.777067729,Wednesday,18,22033.79556,6577.932368,823.2837765,1684.337524,1302.737212,14584.61745,1271,2020,3,11,18,2020-03-11-18,311
1272,Wednesday 19,31119,0.999444444,21429.31,6689.52,1570.65,1288.41,1298.81,14828.41,21441.22179,6693.238466,1571.523068,1289.126181,1299.531962,14836.65258,Wednesday,19,-12.30977584,-25.1180669,44.18781483,-7.983506157,0.760312411,-8.113375338,Wednesday,19,21279.43163,7273.955121,1089.913922,1721.545008,1481.957624,16146.69452,1272,2020,3,11,19,2020-03-11-19,311
1273,Wednesday 20,31120,0.999722222,19109.79,6389.62,1097.63,1467.48,1189.23,15585.35,19115.09975,6391.395388,1097.934982,1467.887747,1189.560433,15589.68047,Wednesday,20,-57.57534566,-26.9601498,-9.854066966,-35.87984156,-23.40861259,-14.49187212,Wednesday,20,24957.24441,9967.840915,1217.952874,2009.708047,2803.936654,18231.81124,1273,2020,3,11,20,2020-03-11-20,311
1274,Wednesday 21,31121,0.999722222,18633.6,7426.48,1576.37,1787.8,1183.92,16331.53,18638.77744,7428.543484,1576.808002,1788.296749,1184.248958,16336.0678,Wednesday,21,-56.45758248,-37.77925483,4.288491768,-35.93915879,-40.03008345,-19.0245148,Wednesday,21,31080.2124,11596.07546,1511.967405,2874.116573,2719.759319,20174.09066,1274,2020,3,11,21,2020-03-11-21,311
